Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 14.56      0.30     0.30  7587034     0.00     0.00  get_disc
 10.68      0.52     0.22  1263600     0.00     0.00  get_cylinder
  9.22      0.71     0.19 15174068     0.00     0.00  get_quadra_disc_equation
  7.28      0.86     0.15 15165074     0.00     0.00  one_solu_disc
  7.28      1.01     0.15  7587034     0.00     0.00  get_quadra_c
  6.80      1.15     0.14  7587034     0.00     0.00  get_quadra_b
  5.34      1.26     0.11  7587034     0.00     0.00  get_quadra_cylinder_equation
  4.85      1.36     0.10 15174068     0.00     0.00  solution_disc
  4.85      1.46     0.10 13106705     0.00     0.00  create_vector
  2.43      1.51     0.05 15624762     0.00     0.00  norm_of_vector
  2.43      1.56     0.05  7587034     0.00     0.00  check_solution
  2.43      1.61     0.05   836966     0.00     0.00  get_specific_plane
  2.43      1.66     0.05                             _init
  1.94      1.70     0.04  7587034     0.00     0.00  solution
  1.94      1.74     0.04  2109944     0.00     0.00  is_closer
  1.94      1.78     0.04   842400     0.00     0.00  intersect_self
  1.46      1.81     0.03 24861668     0.00     0.00  init_solution
  1.46      1.84     0.03  2105905     0.00     0.00  list_add
  0.97      1.86     0.02  7587034     0.00     0.00  get_quadra_a
  0.97      1.88     0.02  2105905     0.00     0.00  new_elem
  0.97      1.90     0.02  2100566     0.00     0.00  get_quadra_plan_equation
  0.97      1.92     0.02  2100566     0.00     0.00  solution_plan
  0.97      1.94     0.02   421200     0.00     0.00  ambient_light_quo
  0.49      1.95     0.01  7587034     0.00     0.00  fill_cy_eq_ray
  0.49      1.96     0.01  2525485     0.00     0.00  get_rayvec_light
  0.49      1.97     0.01  2106000     0.00     0.00  get_rayline_eq
  0.49      1.98     0.01   842400     0.00     0.00  check_light_shadow
  0.49      1.99     0.01   842400     0.00     0.00  check_no_shadow
  0.49      2.00     0.01   842400     0.00     0.00  multp
  0.49      2.01     0.01   840685     0.00     0.00  compute_rgb
  0.49      2.02     0.01   426047     0.00     0.00  copy_solu_two_in_one
  0.49      2.03     0.01   421200     0.00     0.00  get_pixel_color
  0.49      2.04     0.01   421200     0.00     0.00  get_vector
  0.49      2.05     0.01   421200     0.00     0.00  img_pixel_put
  0.49      2.06     0.01      540     0.00     0.00  loop_line
  0.00      2.06     0.00  2106000     0.00     0.00  fill_list_intersection
  0.00      2.06     0.00  2106000     0.00     0.00  free_list
  0.00      2.06     0.00  2100566     0.00     0.00  one_solu_plan
  0.00      2.06     0.00  1327843     0.00     0.00  two_solu
  0.00      2.06     0.00  1263600     0.00     0.00  get_plane
  0.00      2.06     0.00  1263600     0.00     0.00  get_sphere
  0.00      2.06     0.00  1263122     0.00     0.00  fill_disp_point
  0.00      2.06     0.00   842400     0.00     0.00  get_opposite_vector
  0.00      2.06     0.00   838681     0.00     0.00  in_the_way
  0.00      2.06     0.00   421200     0.00     0.00  create_color
  0.00      2.06     0.00   421200     0.00     0.00  loop_light
  0.00      2.06     0.00   421200     0.00     0.00  resolve_equation
  0.00      2.06     0.00    15951     0.00     0.00  render_window
  0.00      2.06     0.00    10243     0.00     0.00  one_solu
  0.00      2.06     0.00     5434     0.00     0.00  get_specific_cylinder
  0.00      2.06     0.00     1878     0.00     0.00  ft_is_space
  0.00      2.06     0.00      166     0.00     0.00  copy_sol_two_in_one
  0.00      2.06     0.00      113     0.00     0.00  convert_to_float
  0.00      2.06     0.00      113     0.00     0.00  remove_dot
  0.00      2.06     0.00      110     0.00     0.00  ft_strndup
  0.00      2.06     0.00      110     0.00     0.00  match_obj
  0.00      2.06     0.00       53     0.00     0.00  brows_line
  0.00      2.06     0.00       53     0.00     0.00  check_int_max
  0.00      2.06     0.00       40     0.00     0.00  free_double_arr
  0.00      2.06     0.00       30     0.00     0.00  brows_line
  0.00      2.06     0.00       24     0.00     0.00  convert_to_float_bis
  0.00      2.06     0.00       24     0.00     0.00  remove_dot
  0.00      2.06     0.00       22     0.00     0.00  ft_count_word
  0.00      2.06     0.00       22     0.00     0.00  ft_less_line
  0.00      2.06     0.00       22     0.00     0.00  split_func_condition
  0.00      2.06     0.00       12     0.00     0.00  check_float_construction
  0.00      2.06     0.00       12     0.00     0.00  convert_to_float_check_value
  0.00      2.06     0.00       12     0.00     0.00  loop_on_number
  0.00      2.06     0.00       11     0.00     0.00  brows_arr_function
  0.00      2.06     0.00       11     0.00     0.00  check_line
  0.00      2.06     0.00       11     0.00     0.00  free_split_return_false
  0.00      2.06     0.00       10     0.00     0.00  check_coordinate
  0.00      2.06     0.00       10     0.00     0.00  check_rgb
  0.00      2.06     0.00       10     0.00     0.00  convert_to_rgb
  0.00      2.06     0.00       10     0.00     0.00  convert_to_xyz
  0.00      2.06     0.00       10     0.00     0.00  loop_check_coord
  0.00      2.06     0.00       10     0.00     0.00  loop_check_rgb
  0.00      2.06     0.00        8     0.00     0.00  check_coordinate_direction
  0.00      2.06     0.00        8     0.00     0.00  convert_to_orientation
  0.00      2.06     0.00        8     0.00     0.00  convert_to_vect_float
  0.00      2.06     0.00        8     0.00     0.00  loop_check_coord_dir
  0.00      2.06     0.00        8     0.00     0.00  normalize_vector
  0.00      2.06     0.00        6     0.00     0.00  attribute_function_letter
  0.00      2.06     0.00        6     0.00     0.00  check_cylinder
  0.00      2.06     0.00        6     0.00     0.00  conditional_sequence
  0.00      2.06     0.00        6     0.00     0.00  fill_cylinder
  0.00      2.06     0.00        6     0.00     0.00  fill_disc_info
  0.00      2.06     0.00        4     0.00     0.00  count_obj
  0.00      2.06     0.00        2     0.00     0.00  check_first_char
  0.00      2.06     0.00        2     0.00     0.00  check_light
  0.00      2.06     0.00        2     0.00     0.00  fill_light
  0.00      2.06     0.00        1     0.00     0.00  build_ambient_light
  0.00      2.06     0.00        1     0.00     0.00  build_camera
  0.00      2.06     0.00        1     0.00     0.00  build_cylinder
  0.00      2.06     0.00        1     0.00     0.00  build_light
  0.00      2.06     0.00        1     0.00     0.00  build_plane
  0.00      2.06     0.00        1     0.00     0.00  build_sphere
  0.00      2.06     0.00        1     0.00     0.00  check_all_elem
  0.00      2.06     0.00        1     0.00     0.00  check_ambient
  0.00      2.06     0.00        1     0.00     0.00  check_camera
  0.00      2.06     0.00        1     0.00     0.00  check_extension
  0.00      2.06     0.00        1     0.00     0.00  check_fov
  0.00      2.06     0.00        1     0.00     0.00  check_plane
  0.00      2.06     0.00        1     0.00     0.00  close_window
  0.00      2.06     0.00        1     0.00     0.00  create_triple_arr
  0.00      2.06     0.00        1     0.00     0.00  fill_ambient_light
  0.00      2.06     0.00        1     0.00     0.00  fill_camera
